health_record_id,pet_id,checkup_date,health_status,vaccination_status
1878,342,2020-05-14,Needs Care,Up to Date
1879,598,2020-05-15,Needs Care,Up to Date
1880,1680,2020-05-15,Healthy,Up to Date
1881,1710,2020-05-15,Healthy,Up to Date
1882,751,2020-05-18,Healthy,Up to Date
1883,790,2020-05-19,Healthy,Up to Date
1884,1324,2020-05-19,Special Attention,Up to Date
1885,1457,2020-05-19,Special Attention,Needs Update
1886,307,2020-05-20,Needs Care,Up to Date
1887,616,2020-05-20,Needs Care,Needs Update
1888,821,2020-05-20,Special Attention,Up to Date
1889,904,2020-05-20,Needs Care,Up to Date
1890,1482,2020-05-20,Needs Care,Up to Date
1891,223,2020-05-22,Under Observation,Up to Date
1892,996,2020-05-22,Healthy,Up to Date
1893,798,2020-05-23,Needs Care,Up to Date
1894,1032,2020-05-23,Healthy,Up to Date
1895,355,2020-05-24,Needs Care,Up to Date
1896,1062,2020-05-24,Healthy,Up to Date
1897,1419,2020-05-24,Under Observation,Up to Date
1898,732,2020-05-25,Healthy,Up to Date
1899,1566,2020-05-25,Needs Care,Needs Update
1900,176,2020-05-26,Needs Care,Needs Update
1901,347,2020-05-26,Needs Care,Up to Date
1902,1165,2020-05-27,Healthy,Up to Date
1903,1198,2020-05-27,Healthy,Up to Date
1904,311,2020-05-28,Healthy,Up to Date
1905,779,2020-05-28,Healthy,Up to Date
1906,1743,2020-05-28,Healthy,Up to Date
1907,1761,2020-05-28,Healthy,Up to Date
1908,1867,2020-05-28,Healthy,Up to Date
1909,1961,2020-05-28,Healthy,Up to Date
1910,262,2020-05-29,Healthy,Up to Date
1911,178,2020-05-30,Healthy,Up to Date
1912,1407,2020-05-30,Healthy,Up to Date
1913,1911,2020-05-31,Healthy,Up to Date
1914,43,2020-06-01,Healthy,Needs Update
1915,62,2020-06-01,Healthy,Up to Date
1916,159,2020-06-01,Healthy,Up to Date
1917,187,2020-06-01,Under Observation,Up to Date
1918,361,2020-06-01,Healthy,Up to Date
1919,432,2020-06-01,Healthy,Up to Date
1920,617,2020-06-01,Healthy,Up to Date
1921,695,2020-06-01,Healthy,Up to Date
1922,745,2020-06-01,Healthy,Up to Date
1923,759,2020-06-01,Needs Care,Up to Date
1924,788,2020-06-01,Special Attention,Up to Date
1925,930,2020-06-01,Healthy,Up to Date
1926,1112,2020-06-01,Healthy,Up to Date
1927,1190,2020-06-01,Special Attention,Needs Update
1928,1201,2020-06-01,Needs Care,Up to Date
1929,1319,2020-06-01,Needs Care,Up to Date
1930,1374,2020-06-01,Healthy,Up to Date
1931,1446,2020-06-01,Healthy,Up to Date
1932,1505,2020-06-01,Healthy,Up to Date
1933,1555,2020-06-01,Healthy,Up to Date
1934,1898,2020-06-01,Healthy,Up to Date
1935,193,2020-06-02,Special Attention,Up to Date
1936,979,2020-06-02,Healthy,Needs Update
1937,1573,2020-06-02,Healthy,Up to Date
1938,1638,2020-06-02,Healthy,Up to Date
1939,604,2020-06-03,Special Attention,Up to Date
1940,1544,2020-06-03,Healthy,Up to Date
1941,1856,2020-06-03,Healthy,Up to Date
1942,1512,2020-06-04,Healthy,Up to Date
1943,261,2020-06-05,Healthy,Up to Date
1944,1623,2020-06-05,Healthy,Up to Date
1945,1775,2020-06-05,Needs Care,Up to Date
1946,1922,2020-06-05,Needs Care,Up to Date
1947,88,2020-06-06,Healthy,Up to Date
1948,160,2020-06-06,Healthy,Needs Update
1949,1000,2020-06-06,Healthy,Up to Date
1950,1245,2020-06-06,Special Attention,Up to Date
1951,876,2020-06-07,Under Observation,Up to Date
1952,1354,2020-06-07,Special Attention,Needs Update
1953,460,2020-06-09,Healthy,Up to Date
1954,614,2020-06-09,Healthy,Up to Date
1955,775,2020-06-10,Healthy,Up to Date
1956,1030,2020-06-10,Healthy,Up to Date
1957,1451,2020-06-11,Needs Care,Up to Date
1958,959,2020-06-12,Healthy,Up to Date
1959,1179,2020-06-12,Healthy,Up to Date
1960,1939,2020-06-12,Needs Care,Up to Date
1961,394,2020-06-14,Healthy,Up to Date
1962,767,2020-06-14,Needs Care,Up to Date
1963,189,2020-06-15,Healthy,Up to Date
1964,1067,2020-06-15,Healthy,Up to Date
1965,1534,2020-06-15,Healthy,Up to Date
1966,228,2020-06-17,Healthy,Up to Date
1967,1929,2020-06-17,Healthy,Needs Update
1968,6,2020-06-18,Healthy,Up to Date
1969,731,2020-06-18,Healthy,Up to Date
1970,1406,2020-06-18,Needs Care,Needs Update
1971,1580,2020-06-18,Healthy,Up to Date
1972,854,2020-06-19,Healthy,Up to Date
1973,1494,2020-06-19,Special Attention,Up to Date
1974,1181,2020-06-20,Needs Care,Up to Date
1975,1387,2020-06-20,Needs Care,Up to Date
1976,859,2020-06-21,Healthy,Up to Date
1977,1208,2020-06-21,Needs Care,Up to Date
1978,1289,2020-06-21,Healthy,Up to Date
1979,906,2020-06-22,Needs Care,Up to Date
1980,1906,2020-06-22,Healthy,Needs Update
1981,995,2020-06-23,Healthy,Up to Date
1982,1865,2020-06-23,Healthy,Up to Date
1983,1194,2020-06-24,Needs Care,Up to Date
1984,1531,2020-06-26,Needs Care,Up to Date
1985,1538,2020-06-26,Needs Care,Up to Date
1986,1854,2020-06-26,Healthy,Up to Date
1987,319,2020-06-27,Healthy,Up to Date
1988,1328,2020-06-27,Healthy,Up to Date
1989,185,2020-06-29,Needs Care,Up to Date
1990,1267,2020-06-29,Healthy,Up to Date
1991,902,2020-06-30,Needs Care,Up to Date
1992,1763,2020-06-30,Healthy,Needs Update
1993,1816,2020-06-30,Needs Care,Up to Date
1994,1,2020-07-01,Healthy,Up to Date
1995,89,2020-07-01,Needs Care,Up to Date
1996,165,2020-07-01,Healthy,Up to Date
1997,173,2020-07-01,Needs Care,Up to Date
1998,286,2020-07-01,Healthy,Up to Date
1999,417,2020-07-01,Healthy,Up to Date
2000,441,2020-07-01,Healthy,Up to Date
2001,519,2020-07-01,Needs Care,Up to Date
2002,570,2020-07-01,Healthy,Up to Date
2003,580,2020-07-01,Special Attention,Up to Date
2004,716,2020-07-01,Healthy,Up to Date
2005,717,2020-07-01,Healthy,Needs Update
2006,926,2020-07-01,Needs Care,Up to Date
2007,950,2020-07-01,Needs Care,Up to Date
2008,1191,2020-07-01,Healthy,Up to Date
2009,1315,2020-07-01,Healthy,Up to Date
2010,1316,2020-07-01,Needs Care,Up to Date
2011,1385,2020-07-01,Healthy,Up to Date
2012,1459,2020-07-01,Needs Care,Up to Date
2013,1592,2020-07-01,Healthy,Needs Update
2014,1626,2020-07-01,Healthy,Up to Date
2015,1731,2020-07-01,Healthy,Up to Date
2016,1753,2020-07-01,Healthy,Up to Date
2017,1762,2020-07-01,Healthy,Up to Date
2018,1788,2020-07-01,Needs Care,Up to Date
2019,1917,2020-07-01,Healthy,Up to Date
2020,1118,2020-07-02,Healthy,Up to Date
2021,1833,2020-07-02,Healthy,Up to Date
2022,1304,2020-07-03,Healthy,Up to Date
2023,1367,2020-07-03,Needs Care,Up to Date
2024,1616,2020-07-03,Healthy,Up to Date
2025,1689,2020-07-04,Healthy,Up to Date
2026,135,2020-07-06,Needs Care,Up to Date
2027,729,2020-07-06,Healthy,Up to Date
2028,1287,2020-07-06,Needs Care,Up to Date
2029,238,2020-07-07,Needs Care,Up to Date
2030,599,2020-07-08,Healthy,Up to Date
2031,670,2020-07-08,Healthy,Up to Date
2032,1976,2020-07-08,Needs Care,Up to Date
2033,315,2020-07-09,Healthy,Up to Date
2034,1087,2020-07-09,Healthy,Up to Date
2035,1692,2020-07-09,Healthy,Up to Date
2036,1985,2020-07-09,Special Attention,Up to Date
2037,283,2020-07-10,Healthy,Up to Date
2038,773,2020-07-10,Healthy,Up to Date
2039,1607,2020-07-10,Healthy,Up to Date
2040,1894,2020-07-10,Healthy,Up to Date
2041,1507,2020-07-11,Healthy,Needs Update
2042,370,2020-07-12,Healthy,Up to Date
2043,1153,2020-07-12,Healthy,Up to Date
2044,376,2020-07-13,Healthy,Up to Date
2045,1579,2020-07-14,Healthy,Up to Date
2046,1513,2020-07-15,Healthy,Up to Date
2047,411,2020-07-17,Healthy,Up to Date
2048,803,2020-07-17,Needs Care,Up to Date
2049,353,2020-07-18,Healthy,Up to Date
2050,662,2020-07-18,Healthy,Up to Date
2051,463,2020-07-19,Healthy,Up to Date
2052,630,2020-07-19,Under Observation,Needs Update
2053,649,2020-07-19,Healthy,Up to Date
2054,1265,2020-07-19,Healthy,Needs Update
2055,1510,2020-07-19,Needs Care,Up to Date
2056,1791,2020-07-19,Healthy,Up to Date
2057,412,2020-07-20,Healthy,Up to Date
2058,592,2020-07-20,Healthy,Up to Date
2059,1227,2020-07-20,Healthy,Up to Date
2060,1796,2020-07-20,Healthy,Up to Date
2061,78,2020-07-21,Healthy,Up to Date
2062,213,2020-07-21,Needs Care,Up to Date
2063,569,2020-07-21,Healthy,Up to Date
2064,616,2020-07-21,Healthy,Up to Date
2065,1149,2020-07-21,Healthy,Up to Date
2066,1420,2020-07-22,Needs Care,Up to Date
2067,221,2020-07-23,Healthy,Up to Date
2068,129,2020-07-24,Needs Care,Up to Date
2069,1819,2020-07-24,Healthy,Up to Date
2070,1960,2020-07-25,Healthy,Up to Date
2071,634,2020-07-26,Needs Care,Up to Date
2072,766,2020-07-26,Needs Care,Up to Date
2073,1319,2020-07-26,Healthy,Up to Date
2074,1521,2020-07-26,Needs Care,Up to Date
2075,161,2020-07-27,Healthy,Up to Date
2076,545,2020-07-27,Healthy,Up to Date
2077,1253,2020-07-27,Healthy,Up to Date
2078,1274,2020-07-27,Special Attention,Up to Date
2079,1461,2020-07-27,Healthy,Up to Date
2080,638,2020-07-28,Needs Care,Up to Date
2081,1528,2020-07-28,Healthy,Up to Date
2082,8,2020-07-29,Healthy,Up to Date
2083,657,2020-07-29,Healthy,Needs Update
2084,601,2020-07-30,Healthy,Up to Date
2085,1016,2020-07-30,Healthy,Up to Date
2086,1602,2020-07-30,Healthy,Up to Date
2087,1703,2020-07-30,Needs Care,Up to Date
2088,877,2020-07-31,Special Attention,Up to Date
2089,1138,2020-07-31,Needs Care,Up to Date
2090,152,2020-08-01,Healthy,Up to Date
2091,222,2020-08-01,Healthy,Up to Date
2092,248,2020-08-01,Needs Care,Up to Date
2093,252,2020-08-01,Needs Care,Up to Date
2094,323,2020-08-01,Healthy,Up to Date
2095,619,2020-08-01,Needs Care,Up to Date
2096,700,2020-08-01,Needs Care,Up to Date
2097,723,2020-08-01,Healthy,Up to Date
2098,752,2020-08-01,Needs Care,Up to Date
2099,825,2020-08-01,Healthy,Up to Date
2100,826,2020-08-01,Needs Care,Up to Date
2101,1247,2020-08-01,Healthy,Up to Date
2102,1273,2020-08-01,Needs Care,Up to Date
2103,1576,2020-08-01,Healthy,Up to Date
2104,1659,2020-08-01,Healthy,Up to Date
2105,1804,2020-08-01,Needs Care,Up to Date
2106,1809,2020-08-01,Under Observation,Up to Date
2107,1824,2020-08-01,Needs Care,Up to Date
2108,1840,2020-08-01,Healthy,Up to Date
2109,1850,2020-08-01,Needs Care,Up to Date
2110,1988,2020-08-01,Healthy,Up to Date
2111,1999,2020-08-01,Needs Care,Up to Date
2112,659,2020-08-02,Healthy,Up to Date
2113,682,2020-08-02,Healthy,Up to Date
2114,1169,2020-08-02,Needs Care,Up to Date
2115,1270,2020-08-02,Healthy,Up to Date
2116,647,2020-08-04,Healthy,Up to Date
2117,1121,2020-08-04,Healthy,Up to Date
2118,1637,2020-08-04,Healthy,Up to Date
2119,364,2020-08-05,Healthy,Up to Date
2120,591,2020-08-05,Healthy,Up to Date
2121,816,2020-08-05,Needs Care,Up to Date
2122,1045,2020-08-05,Healthy,Up to Date
2123,427,2020-08-06,Healthy,Up to Date
2124,449,2020-08-07,Needs Care,Up to Date
2125,1260,2020-08-07,Healthy,Needs Update
2126,1876,2020-08-07,Needs Care,Up to Date
2127,1048,2020-08-08,Needs Care,Up to Date
2128,1263,2020-08-08,Needs Care,Up to Date
2129,1522,2020-08-09,Under Observation,Up to Date
2130,115,2020-08-10,Healthy,Up to Date
2131,1588,2020-08-11,Needs Care,Up to Date
2132,1808,2020-08-11,Healthy,Up to Date
2133,1428,2020-08-12,Needs Care,Up to Date
2134,1928,2020-08-12,Healthy,Needs Update
2135,536,2020-08-13,Needs Care,Up to Date
2136,1074,2020-08-13,Healthy,Up to Date
2137,1289,2020-08-13,Healthy,Up to Date
2138,1704,2020-08-13,Healthy,Up to Date
2139,1712,2020-08-13,Healthy,Up to Date
2140,343,2020-08-14,Healthy,Up to Date
2141,360,2020-08-14,Healthy,Up to Date
2142,276,2020-08-15,Healthy,Up to Date
2143,462,2020-08-15,Healthy,Up to Date
2144,928,2020-08-15,Healthy,Up to Date
2145,231,2020-08-16,Needs Care,Up to Date
2146,352,2020-08-16,Needs Care,Up to Date
2147,581,2020-08-17,Healthy,Up to Date
2148,964,2020-08-17,Healthy,Up to Date
2149,226,2020-08-18,Healthy,Up to Date
2150,242,2020-08-18,Healthy,Up to Date
2151,1217,2020-08-18,Healthy,Up to Date
2152,68,2020-08-19,Healthy,Up to Date
2153,780,2020-08-19,Needs Care,Up to Date
2154,973,2020-08-19,Healthy,Up to Date
2155,1164,2020-08-19,Needs Care,Up to Date
2156,756,2020-08-20,Healthy,Needs Update
2157,986,2020-08-20,Needs Care,Up to Date
2158,116,2020-08-22,Needs Care,Up to Date
2159,496,2020-08-22,Healthy,Up to Date
2160,1647,2020-08-22,Healthy,Up to Date
2161,1887,2020-08-22,Needs Care,Up to Date
2162,494,2020-08-23,Healthy,Up to Date
2163,857,2020-08-23,Needs Care,Needs Update
2164,1243,2020-08-23,Healthy,Up to Date
2165,1363,2020-08-23,Needs Care,Up to Date
2166,1672,2020-08-23,Needs Care,Up to Date
2167,79,2020-08-24,Healthy,Up to Date
2168,1044,2020-08-24,Special Attention,Up to Date
2169,1103,2020-08-24,Under Observation,Needs Update
2170,1480,2020-08-24,Needs Care,Up to Date
2171,1583,2020-08-24,Needs Care,Up to Date
2172,1730,2020-08-24,Needs Care,Up to Date
2173,188,2020-08-25,Needs Care,Up to Date
2174,1828,2020-08-25,Healthy,Up to Date
2175,1988,2020-08-25,Healthy,Up to Date
2176,55,2020-08-26,Special Attention,Up to Date
2177,1654,2020-08-26,Healthy,Up to Date
2178,24,2020-08-27,Healthy,Up to Date
2179,774,2020-08-27,Healthy,Up to Date
2180,1108,2020-08-28,Healthy,Up to Date
2181,1111,2020-08-28,Healthy,Up to Date
2182,1618,2020-08-28,Healthy,Up to Date
2183,1681,2020-08-28,Needs Care,Up to Date
2184,1941,2020-08-28,Needs Care,Up to Date
2185,421,2020-08-29,Special Attention,Up to Date
2186,1462,2020-08-29,Healthy,Up to Date
2187,1599,2020-08-31,Healthy,Up to Date
2188,75,2020-09-01,Needs Care,Up to Date
2189,77,2020-09-01,Special Attention,Up to Date
2190,100,2020-09-01,Healthy,Up to Date
2191,166,2020-09-01,Needs Care,Up to Date
2192,237,2020-09-01,Needs Care,Up to Date
2193,419,2020-09-01,Healthy,Up to Date
2194,426,2020-09-01,Healthy,Up to Date
2195,451,2020-09-01,Healthy,Up to Date
2196,537,2020-09-01,Needs Care,Up to Date
2197,585,2020-09-01,Healthy,Up to Date
2198,586,2020-09-01,Healthy,Up to Date
2199,589,2020-09-01,Needs Care,Up to Date
2200,840,2020-09-01,Healthy,Needs Update
2201,847,2020-09-01,Healthy,Up to Date
2202,869,2020-09-01,Healthy,Up to Date
2203,931,2020-09-01,Healthy,Up to Date
2204,1012,2020-09-01,Needs Care,Up to Date
2205,1020,2020-09-01,Healthy,Up to Date
2206,1071,2020-09-01,Healthy,Up to Date
2207,1088,2020-09-01,Needs Care,Up to Date
2208,1098,2020-09-01,Healthy,Up to Date
2209,1356,2020-09-01,Needs Care,Up to Date
2210,1370,2020-09-01,Healthy,Needs Update
2211,1391,2020-09-01,Healthy,Up to Date
2212,1711,2020-09-01,Healthy,Up to Date
2213,1720,2020-09-01,Healthy,Up to Date
2214,1736,2020-09-01,Healthy,Up to Date
2215,1836,2020-09-01,Healthy,Up to Date
2216,40,2020-09-02,Healthy,Up to Date
2217,1112,2020-09-02,Needs Care,Up to Date
2218,1586,2020-09-02,Healthy,Up to Date
2219,1903,2020-09-02,Special Attention,Needs Update
2220,1051,2020-09-03,Needs Care,Up to Date
2221,1718,2020-09-03,Healthy,Needs Update
2222,1845,2020-09-03,Needs Care,Up to Date
2223,671,2020-09-04,Healthy,Needs Update
2224,1287,2020-09-04,Healthy,Up to Date
2225,1592,2020-09-04,Healthy,Up to Date
2226,1182,2020-09-05,Needs Care,Up to Date
2227,1394,2020-09-05,Needs Care,Up to Date
2228,1456,2020-09-05,Healthy,Up to Date
2229,863,2020-09-06,Needs Care,Up to Date
2230,924,2020-09-07,Healthy,Needs Update
2231,1618,2020-09-07,Healthy,Up to Date
2232,594,2020-09-08,Healthy,Up to Date
2233,1075,2020-09-08,Healthy,Up to Date
2234,1398,2020-09-08,Healthy,Up to Date
2235,301,2020-09-09,Needs Care,Up to Date
2236,422,2020-09-09,Special Attention,Up to Date
2237,1171,2020-09-09,Healthy,Up to Date
2238,1282,2020-09-09,Healthy,Up to Date
2239,1291,2020-09-09,Healthy,Up to Date
2240,278,2020-09-10,Healthy,Up to Date
2241,802,2020-09-10,Needs Care,Needs Update
2242,1358,2020-09-10,Healthy,Up to Date
2243,1687,2020-09-10,Healthy,Up to Date
2244,194,2020-09-11,Needs Care,Up to Date
2245,534,2020-09-11,Healthy,Up to Date
2246,1099,2020-09-11,Healthy,Up to Date
2247,1260,2020-09-11,Needs Care,Up to Date
2248,1518,2020-09-11,Healthy,Up to Date
2249,56,2020-09-12,Healthy,Up to Date
2250,698,2020-09-13,Needs Care,Up to Date
2251,1611,2020-09-13,Healthy,Up to Date
2252,1931,2020-09-13,Healthy,Up to Date
2253,53,2020-09-14,Needs Care,Up to Date
2254,358,2020-09-14,Healthy,Up to Date
2255,396,2020-09-14,Healthy,Up to Date
2256,420,2020-09-14,Healthy,Up to Date
2257,639,2020-09-14,Healthy,Up to Date
2258,1520,2020-09-14,Needs Care,Up to Date
2259,1953,2020-09-14,Healthy,Up to Date
2260,345,2020-09-15,Needs Care,Up to Date
2261,597,2020-09-15,Healthy,Up to Date
2262,913,2020-09-15,Healthy,Up to Date
2263,124,2020-09-16,Healthy,Up to Date
2264,454,2020-09-16,Healthy,Needs Update
2265,791,2020-09-16,Needs Care,Up to Date
2266,1156,2020-09-16,Needs Care,Up to Date
2267,1898,2020-09-16,Needs Care,Up to Date
2268,1986,2020-09-16,Healthy,Up to Date
2269,820,2020-09-17,Healthy,Up to Date
2270,1209,2020-09-17,Healthy,Up to Date
2271,1908,2020-09-17,Needs Care,Up to Date
2272,841,2020-09-18,Needs Care,Up to Date
2273,1254,2020-09-18,Healthy,Up to Date
2274,407,2020-09-19,Healthy,Up to Date
2275,240,2020-09-20,Needs Care,Up to Date
2276,1195,2020-09-20,Healthy,Up to Date
2277,201,2020-09-21,Needs Care,Up to Date
2278,560,2020-09-22,Healthy,Up to Date
2279,678,2020-09-22,Healthy,Up to Date
2280,1079,2020-09-22,Needs Care,Up to Date
2281,98,2020-09-23,Healthy,Up to Date
2282,1138,2020-09-23,Healthy,Up to Date
2283,972,2020-09-24,Needs Care,Up to Date
2284,1298,2020-09-24,Healthy,Needs Update
2285,1968,2020-09-24,Healthy,Up to Date
2286,137,2020-09-26,Healthy,Up to Date
2287,706,2020-09-26,Needs Care,Up to Date
2288,1997,2020-09-27,Needs Care,Up to Date
2289,879,2020-09-28,Healthy,Up to Date
2290,80,2020-09-29,Healthy,Up to Date
2291,1963,2020-09-29,Healthy,Up to Date
2292,106,2020-09-30,Special Attention,Up to Date
2293,437,2020-09-30,Healthy,Up to Date
2294,603,2020-09-30,Healthy,Up to Date
2295,960,2020-09-30,Healthy,Up to Date
2296,1035,2020-09-30,Needs Care,Up to Date
2297,1437,2020-09-30,Healthy,Up to Date
2298,1466,2020-09-30,Healthy,Up to Date
2299,1954,2020-09-30,Healthy,Up to Date
2300,140,2020-10-01,Healthy,Up to Date
2301,402,2020-10-01,Healthy,Up to Date
2302,425,2020-10-01,Healthy,Up to Date
2303,465,2020-10-01,Healthy,Up to Date
2304,690,2020-10-01,Healthy,Up to Date
2305,709,2020-10-01,Needs Care,Up to Date
2306,862,2020-10-01,Healthy,Up to Date
2307,891,2020-10-01,Healthy,Up to Date
2308,899,2020-10-01,Needs Care,Up to Date
2309,952,2020-10-01,Healthy,Up to Date
2310,970,2020-10-01,Healthy,Up to Date
2311,1008,2020-10-01,Needs Care,Up to Date
2312,1024,2020-10-01,Needs Care,Up to Date
2313,1026,2020-10-01,Healthy,Up to Date
2314,1203,2020-10-01,Healthy,Up to Date
2315,1224,2020-10-01,Needs Care,Up to Date
2316,1361,2020-10-01,Healthy,Up to Date
2317,1551,2020-10-01,Healthy,Up to Date
2318,1605,2020-10-01,Healthy,Up to Date
2319,1660,2020-10-01,Healthy,Up to Date
2320,1664,2020-10-01,Healthy,Needs Update
2321,1842,2020-10-01,Needs Care,Up to Date
2322,1901,2020-10-01,Healthy,Up to Date
2323,1966,2020-10-01,Healthy,Up to Date
2324,128,2020-10-02,Healthy,Up to Date
2325,587,2020-10-02,Healthy,Up to Date
2326,1166,2020-10-02,Special Attention,Up to Date
2327,1839,2020-10-02,Special Attention,Up to Date
2328,722,2020-10-03,Healthy,Up to Date
2329,965,2020-10-03,Healthy,Up to Date
2330,500,2020-10-04,Healthy,Needs Update
2331,579,2020-10-04,Healthy,Up to Date
2332,1587,2020-10-04,Needs Care,Up to Date
2333,112,2020-10-05,Healthy,Up to Date
2334,850,2020-10-05,Healthy,Needs Update
2335,210,2020-10-06,Needs Care,Up to Date
2336,1320,2020-10-06,Healthy,Up to Date
2337,1942,2020-10-06,Needs Care,Up to Date
2338,1535,2020-10-07,Healthy,Up to Date
2339,1797,2020-10-07,Healthy,Up to Date
2340,620,2020-10-08,Needs Care,Up to Date
2341,15,2020-10-09,Healthy,Up to Date
2342,191,2020-10-09,Healthy,Up to Date
2343,1365,2020-10-09,Needs Care,Needs Update
2344,1736,2020-10-09,Needs Care,Up to Date
2345,580,2020-10-10,Healthy,Up to Date
2346,1431,2020-10-10,Healthy,Up to Date
2347,253,2020-10-11,Healthy,Up to Date
2348,400,2020-10-11,Healthy,Up to Date
2349,1787,2020-10-11,Healthy,Up to Date
2350,318,2020-10-12,Needs Care,Up to Date
2351,828,2020-10-12,Needs Care,Up to Date
2352,1264,2020-10-12,Needs Care,Up to Date
2353,1503,2020-10-12,Healthy,Needs Update
2354,298,2020-10-13,Needs Care,Up to Date
2355,557,2020-10-13,Healthy,Up to Date
2356,1344,2020-10-14,Needs Care,Up to Date
2357,704,2020-10-15,Healthy,Needs Update
2358,1338,2020-10-15,Healthy,Up to Date
2359,12,2020-10-16,Needs Care,Up to Date
2360,84,2020-10-16,Healthy,Up to Date
2361,354,2020-10-16,Healthy,Up to Date
2362,1330,2020-10-16,Healthy,Up to Date
2363,1527,2020-10-16,Healthy,Up to Date
2364,1582,2020-10-16,Healthy,Up to Date
2365,1868,2020-10-16,Healthy,Up to Date
2366,250,2020-10-17,Healthy,Up to Date
2367,1114,2020-10-17,Healthy,Up to Date
2368,1690,2020-10-17,Healthy,Up to Date
2369,1745,2020-10-17,Healthy,Up to Date
2370,158,2020-10-18,Needs Care,Up to Date
2371,878,2020-10-18,Needs Care,Up to Date
2372,1558,2020-10-18,Healthy,Needs Update
2373,1044,2020-10-19,Needs Care,Up to Date
2374,1472,2020-10-19,Special Attention,Up to Date
2375,501,2020-10-20,Needs Care,Up to Date
2376,504,2020-10-20,Healthy,Up to Date
2377,737,2020-10-20,Needs Care,Up to Date
2378,897,2020-10-20,Healthy,Up to Date
2379,1539,2020-10-20,Healthy,Up to Date
2380,1817,2020-10-20,Healthy,Up to Date
2381,505,2020-10-21,Healthy,Up to Date
2382,653,2020-10-21,Healthy,Up to Date
2383,1039,2020-10-21,Healthy,Up to Date
2384,1355,2020-10-21,Healthy,Up to Date
2385,464,2020-10-22,Healthy,Up to Date
2386,550,2020-10-22,Healthy,Up to Date
