pet_id,pet_name,species_id,subspecies_id,age_dec_2023,year_of_birth,arrival_date,gender,aggressiveness,adopted_status
1794,Beanie,6,56,2,9/1/2021,11/1/2021,Female,Medium,Adopted
1795,Fiona,3,42,6,7/1/2017,8/15/2023,Female,Medium,Not Adopted
1796,Stryker,2,17,20,9/1/2003,1/20/2020,Male,Low,Adopted
1797,Melody,3,32,4,4/1/2019,10/7/2020,Female,Medium,Adopted
1798,Spyro,3,29,13,7/1/2010,12/12/2017,Male,Medium,Adopted
1799,Shay,8,69,22,6/1/2001,2/22/2022,Female,High,Adopted
1800, Everest,3,33,13,11/1/2010,8/4/2021,Male,High,Not Adopted
1801, Neptune,2,10,20,5/1/2003,3/14/2021,Male,Low,Adopted
1802,Brutus,4,48,1,6/1/2022,8/1/2022,Male,Low,Adopted
1803,Tundra,6,57,2,4/1/2021,4/1/2021,Male,High,Adopted
1804,Joey,5,52,3,2/1/2020,8/1/2020,Female,Medium,Adopted
1805,Napoleon,2,17,5,5/1/2018,5/10/2019,Male,Low,Adopted
1806,Marina,3,29,3,9/1/2020,3/1/2021,Female,Medium,Not Adopted
1807,Hanky,3,28,1,12/1/2022,1/1/2023,Male,Low,Not Adopted
1808, Skipper,5,50,7,8/1/2016,8/11/2018,Male,Low,Not Adopted
1809, Snickers,3,30,3,2/1/2020,8/1/2020,Male,Low,Adopted
1810,Thistle,2,16,6,9/1/2017,1/28/2023,Female,High,Adopted
1811,Denim,2,12,9,11/1/2014,3/14/2022,Female,Medium,Adopted
1812, Huey,7,61,15,9/1/2008,7/12/2022,Male,Low,Adopted
1813, Scout,1,1,1,2/1/2022,6/1/2022,Female,Medium,Adopted
1814, Remy,2,14,3,11/1/2020,9/11/2022,Male,Medium,Adopted
1815,Remy,3,30,4,2/1/2019,4/24/2023,Female,Low,Not Adopted
1816, Nugget,3,30,14,6/1/2009,12/30/2017,Female,Low,Adopted
1817, Gummy,3,28,13,10/1/2010,10/20/2019,Female,Medium,Adopted
1818,Noelani,2,23,4,6/1/2019,3/9/2020,Female,Medium,Adopted
1819,Ripley,8,67,16,10/1/2007,7/24/2018,Male,Low,Not Adopted
1820, Jinx,1,3,1,4/1/2022,9/1/2022,Female,Low,Not Adopted
1821,Fairy,3,27,7,12/1/2016,1/16/2021,Female,High,Adopted
1822,Leviathan,9,73,1,3/1/2022,3/1/2022,Male,Low,Adopted
1823, Twinkie,3,26,13,4/1/2010,3/16/2018,Male,Low,Adopted
1824, Albert,2,23,4,8/1/2019,8/1/2019,Male,Low,Adopted
1825, Lyla,2,7,6,4/1/2017,1/14/2020,Female,High,Adopted
1826,Jigsaw,3,38,5,2/1/2018,2/1/2018,Male,Low,Adopted
1827,Zeppelin,3,39,1,11/1/2022,11/1/2022,Male,High,Adopted
1828, Pixie,2,13,6,2/1/2017,8/25/2019,Female,Medium,Adopted
1829, Dolly,3,25,2,9/1/2021,4/27/2022,Female,Medium,Adopted
1830, Bruce,3,38,12,2/1/2011,8/18/2023,Male,Low,Adopted
1831,Sprite,2,15,18,11/1/2005,4/1/2017,Male,High,Adopted
1832,Kenya,3,29,2,3/1/2021,7/1/2021,Female,Medium,Adopted
1833,Kona,3,43,11,4/1/2012,1/2/2018,Female,Low,Adopted
1834, Scout,3,35,10,9/1/2013,8/11/2022,Male,Medium,Not Adopted
1835, Isla,3,35,6,11/1/2017,3/18/2020,Female,High,Not Adopted
1836, Arbor,1,1,3,9/1/2020,9/1/2020,Male,Medium,Not Adopted
1837,Lilac,6,57,2,10/1/2021,12/1/2021,Female,Medium,Adopted
1838, Kip,2,16,1,1/1/2022,1/1/2022,Male,Low,Adopted
1839,Smokey,3,40,8,10/1/2015,10/2/2019,Male,Medium,Adopted
1840, Leona,2,18,9,9/1/2014,8/1/2018,Female,Low,Adopted
1841,Mason,2,16,1,1/1/2022,1/1/2022,Male,Medium,Adopted
1842,Lotus,7,62,3,10/1/2020,10/1/2020,Female,Low,Adopted
1843,Ember,2,12,6,9/1/2017,4/13/2018,Male,Low,Adopted
1844,Doc,3,38,1,8/1/2022,2/1/2023,Male,Low,Adopted
1845, Bianca,3,43,7,4/1/2016,9/3/2018,Female,Low,Adopted
1846, Tigerlily,3,37,10,9/1/2013,8/27/2023,Female,Medium,Adopted
1847, Ginger,7,61,7,1/1/2016,7/16/2023,Female,Low,Adopted
1848, Floyd,7,62,5,9/1/2018,12/28/2019,Male,Low,Adopted
1849, Scooby,2,11,6,5/1/2017,2/10/2020,Male,Low,Adopted
1850, Tansy,7,63,3,8/1/2020,8/1/2020,Female,Low,Adopted
1851,Stella Luna,3,39,2,9/1/2021,2/1/2022,Female,Medium,Adopted
1852,Thistle,5,6,4,11/1/2019,12/20/2022,Male,Medium,Not Adopted
1853, Flicka,1,4,2,5/1/2021,8/1/2021,Female,Low,Not Adopted
1854,Alexandria,3,29,14,11/1/2009,10/4/2018,Female,Medium,Adopted
1855,Landon,1,3,4,11/1/2019,1/1/2020,Male,Low,Not Adopted
1856, Pippin,3,31,10,8/1/2013,12/3/2017,Male,Low,Not Adopted
1857,Augustus,3,34,7,7/1/2016,4/17/2020,Male,Medium,Adopted
1858,Clementina,4,45,5,6/1/2018,12/6/2018,Female,Low,Adopted
1859,Slate,6,56,3,10/1/2020,2/1/2021,Male,High,Adopted
1860,Ranger,2,16,15,7/1/2008,4/24/2020,Male,Low,Adopted
1861,Cleo,3,32,5,11/1/2018,1/5/2020,Female,Low,Adopted
1862, Ringo,3,25,15,1/1/2008,2/20/2019,Male,Medium,Adopted
1863, Huey,2,11,5,7/1/2018,2/3/2019,Male,Low,Adopted
1864, Mabel,6,58,2,6/1/2021,12/1/2021,Female,Low,Adopted
1865, Doug,2,18,17,8/1/2006,6/23/2019,Male,Medium,Adopted
1866, Gummy,3,33,6,8/1/2017,6/10/2021,Female,High,Not Adopted
1867,Orion,3,32,10,11/1/2013,11/28/2018,Male,Low,Not Adopted
1868, Teddy,2,14,9,4/1/2014,4/16/2020,Male,Low,Adopted
1869, Hope,2,9,6,12/1/2017,12/1/2017,Female,Low,Adopted
1870,Estrella,1,5,4,3/1/2019,3/1/2019,Female,Low,Adopted
1871, Autumn,3,37,4,7/1/2019,1/2/2023,Female,Low,Adopted
1872, Coconut,4,45,2,3/1/2021,3/1/2021,Female,High,Not Adopted
1873,Cedar,8,65,6,5/1/2017,7/25/2023,Male,Low,Not Adopted
1874,Lucky,3,26,14,12/1/2009,9/30/2022,Male,Low,Adopted
1875, Betty,2,9,2,3/1/2021,3/1/2021,Female,Low,Adopted
1876,Roswell,9,71,5,8/1/2018,12/14/2019,Male,Low,Adopted
1877,Umbra,6,55,2,12/1/2021,4/1/2022,Female,Medium,Adopted
1878, Boris,2,24,12,4/1/2011,10/15/2023,Male,Medium,Adopted
1879,Enzo,2,11,6,4/1/2017,1/6/2022,Male,Medium,Adopted
1880,Arya,2,7,17,9/1/2006,6/16/2022,Female,Low,Adopted
1881,Amos,3,34,15,4/1/2008,3/31/2022,Male,Medium,Not Adopted
1882,Amos,2,24,20,8/1/2003,7/28/2022,Male,High,Not Adopted
1883, Taz,2,23,10,6/1/2013,7/14/2018,Male,Medium,Adopted
1884,Caesar,3,28,4,11/1/2019,3/22/2022,Male,Medium,Adopted
1885,Elodie,8,65,11,10/1/2012,11/1/2019,Female,Low,Adopted
1886,Papaya,2,16,3,5/1/2020,8/19/2023,Female,Low,Adopted
1887,Carmel,6,59,3,5/1/2020,8/22/2020,Female,High,Adopted
1888, Isabeau,3,43,9,8/1/2014,7/12/2021,Female,Low,Adopted
1889, Xena,1,4,7,3/1/2016,7/24/2023,Female,Medium,Not Adopted
1890, Bunny,3,35,4,3/1/2019,3/1/2019,Female,High,Adopted
1891,Hanky,6,56,1,7/1/2022,9/1/2022,Male,Medium,Adopted
1892, Wombat,3,36,6,1/1/2017,1/22/2018,Male,Low,Adopted
1893,Daria,6,59,3,3/1/2020,8/14/2022,Female,Low,Adopted
1894, Rocky,9,74,6,4/1/2017,7/10/2019,Male,Medium,Adopted
1895, Alden,3,40,2,2/1/2021,2/1/2021,Male,Medium,Adopted
1896,Eve,3,43,5,4/1/2018,9/27/2021,Female,Low,Adopted
1897, Chloe,3,38,7,8/1/2016,11/26/2019,Female,Low,Not Adopted
1898,Irving,3,35,9,12/1/2014,6/1/2017,Male,Medium,Adopted
1899, Spencer,2,11,5,1/1/2018,4/13/2021,Male,Medium,Adopted
1900, Prince,4,45,5,5/1/2018,1/16/2021,Male,Low,Not Adopted
1901,Diesel,3,43,5,10/1/2018,10/1/2018,Male,Low,Adopted
1902, Cal,5,51,3,9/1/2020,12/1/2020,Male,Low,Adopted
1903, Pumpkin,3,37,11,8/1/2012,9/2/2018,Female,Medium,Not Adopted
1904,Beethoven,2,10,6,11/1/2017,9/24/2022,Male,High,Adopted
1905, Simba,3,32,10,9/1/2013,7/8/2023,Male,Low,Adopted
1906,Jester,9,73,7,4/1/2016,6/22/2019,Male,Low,Adopted
1907,Maggie-May,9,72,6,11/1/2017,12/22/2022,Female,Low,Adopted
1908,Harpo,2,9,8,9/1/2015,3/17/2020,Male,Low,Adopted
1909,Chevy,3,32,11,12/1/2012,4/25/2020,Male,High,Adopted
1910, Ashby,2,20,19,9/1/2004,6/11/2022,Male,Low,Adopted
1911,Quinn,3,33,5,7/1/2018,5/31/2019,Male,Low,Not Adopted
1912, Fido,2,19,3,10/1/2020,1/2/2021,Male,Medium,Adopted
1913,Aretha,4,48,5,11/1/2018,7/28/2022,Female,High,Not Adopted
1914,Aardvark,2,17,15,1/1/2008,10/29/2019,Male,Low,Adopted
1915, Elroy,3,36,1,7/1/2022,10/1/2022,Male,Low,Adopted
1916, Chip,2,9,10,3/1/2013,6/24/2023,Male,Low,Adopted
1917,Quinn,3,29,8,1/1/2015,7/1/2019,Male,Medium,Adopted
1918, Ace,2,20,5,11/1/2018,2/1/2019,Male,Low,Adopted
1919, Dale,3,42,3,11/1/2020,12/14/2021,Male,High,Adopted
1920,Soraya,9,70,1,10/1/2022,2/1/2023,Female,Low,Adopted
1921,Jefferson,3,28,5,7/1/2018,11/18/2018,Male,Medium,Adopted
1922, Coral,3,40,5,10/1/2018,10/1/2018,Female,Medium,Adopted
1923,Mojo,3,42,2,1/1/2021,1/1/2021,Male,Medium,Adopted
1924, Maggie,3,40,3,7/1/2020,1/1/2021,Female,Medium,Adopted
1925,Echo,3,33,5,1/1/2018,7/13/2021,Male,Low,Adopted
1926,Hannah,5,50,3,11/1/2020,2/1/2021,Female,Low,Adopted
1927,Cruzito,1,5,6,4/1/2017,7/4/2021,Male,Medium,Not Adopted
1928, Emma,8,69,46,5/1/1977,2/12/2019,Female,Low,Not Adopted
1929, Honey,2,18,19,6/1/2004,6/17/2018,Female,Medium,Adopted
1930,Fernie,6,59,2,2/1/2021,12/16/2023,Female,Medium,Adopted
1931,Jag,3,30,5,10/1/2018,9/13/2019,Male,Low,Not Adopted
1932,Nala,10,78,11,10/1/2012,6/11/2022,Female,Low,Adopted
1933,Dita,2,20,2,10/1/2021,12/11/2022,Female,Low,Not Adopted
1934,Lorenzo,10,79,18,10/1/2005,10/23/2018,Male,Medium,Adopted
1935, Esme,5,51,2,8/1/2021,10/1/2021,Female,Low,Adopted
1936,Mufasa,10,77,6,2/1/2017,12/22/2020,Male,High,Adopted
1937,Corky,2,19,2,7/1/2021,7/1/2021,Male,Medium,Adopted
1938,Halo,7,64,4,10/1/2019,11/1/2019,Female,High,Adopted
1939,Reeses,11,81,57,3/1/1966,10/31/2019,Male,Low,Adopted
1940,Ginny,1,1,1,9/1/2022,1/1/2023,Female,Medium,Not Adopted
1941,0,9,73,8,8/1/2015,2/28/2020,Female,High,Adopted
1942,Gonzo,3,37,10,2/1/2013,10/6/2018,Male,Medium,Adopted
1943,Sesame,3,41,11,2/1/2012,9/7/2023,Female,High,Adopted
1944, Marbles,2,8,11,3/1/2012,11/29/2020,Male,Medium,Adopted
1945,Domino,2,9,18,1/1/2005,1/10/2020,Male,Low,Adopted
1946,Morty,3,29,3,1/1/2020,1/1/2020,Male,Low,Adopted
1947, Barnaby,9,72,2,7/1/2021,5/19/2023,Male,Low,Adopted
1948,Nina,2,15,6,4/1/2017,1/17/2020,Female,Medium,Adopted
1949,Merlin,3,43,1,4/1/2022,11/1/2023,Male,Low,Adopted
1950, Holly,3,34,9,1/1/2014,12/3/2020,Female,High,Not Adopted
1951, Dakota,5,53,6,11/1/2017,1/19/2020,Female,High,Adopted
1952, Waffles,8,67,8,4/1/2015,2/9/2021,Male,Low,Not Adopted
1953,Hanky,4,47,5,8/1/2018,9/14/2019,Male,Low,Not Adopted
1954, Iggy,3,32,10,10/1/2013,3/30/2020,Male,Medium,Adopted
1955,Hero,3,26,1,3/1/2022,3/1/2022,Female,Medium,Adopted
1956, Clyde,8,69,17,6/1/2006,4/18/2017,Male,Medium,Adopted
1957, Maxine,3,37,6,11/1/2017,12/31/2018,Female,High,Adopted
1958,Whitney,3,43,3,12/1/2020,5/1/2021,Female,Low,Adopted
1959, Elroy,4,46,1,2/1/2022,8/1/2022,Male,Medium,Adopted
1960, Apollo,4,45,4,7/1/2019,7/25/2020,Male,Medium,Adopted
1961,Tilly,7,64,7,4/1/2016,5/28/2018,Female,Low,Adopted
1962, Moxie,2,17,13,10/1/2010,3/13/2018,Female,Low,Adopted
1963,Wolfgang,2,15,6,5/1/2017,9/29/2020,Male,Medium,Adopted
1964, Bingo,3,44,4,12/1/2019,12/1/2019,Male,Low,Adopted
1965,Pocky,3,41,5,9/1/2018,3/16/2019,Female,High,Adopted
1966, Romeo,2,18,4,10/1/2019,10/1/2019,Male,Medium,Not Adopted
1967,Gander,3,37,1,9/1/2022,12/1/2022,Male,Medium,Adopted
1968, Rags,3,39,10,8/1/2013,3/24/2019,Male,Medium,Adopted
1969, Champ,3,29,7,4/1/2016,3/4/2020,Male,Low,Adopted
1970, Brody,3,34,14,10/1/2009,4/30/2020,Male,High,Adopted
1971,Kuma,4,47,1,2/1/2022,2/1/2022,Male,Low,Adopted
1972,Montego,6,57,1,2/1/2022,5/15/2022,Male,Medium,Adopted
1973,Shay,2,6,12,6/1/2011,10/28/2021,Female,Medium,Not Adopted
1974,Olav,3,29,8,7/1/2015,10/20/2023,Male,High,Adopted
1975, Icarus,3,38,14,1/1/2009,9/20/2022,Male,Low,Adopted
1976,Corsair,3,33,6,11/1/2017,10/20/2018,Male,Low,Adopted
1977,Roswell,3,26,1,12/1/2022,4/1/2023,Male,Low,Not Adopted
1978,Blue,6,58,2,1/1/2021,3/1/2021,Male,Medium,Adopted
1979,Rebel,5,52,1,7/1/2022,8/1/2022,Male,Medium,Not Adopted
1980,Alaric,10,76,18,12/1/2005,3/27/2022,Male,Medium,Adopted
1981, Winona,5,51,7,5/1/2016,1/3/2020,Female,Medium,Not Adopted
1982, Layla,3,33,12,7/1/2011,4/13/2020,Female,Low,Adopted
1983,Enzo,5,50,7,6/1/2016,5/3/2017,Male,Low,Not Adopted
1984, Elvis,3,35,1,3/1/2022,8/1/2022,Male,Medium,Adopted
1985, Bowser,3,34,12,7/1/2011,7/9/2017,Male,High,Not Adopted
1986, Pansy,8,67,38,2/1/1985,9/16/2018,Female,Low,Not Adopted
1987,Flora,5,50,5,1/1/2018,1/1/2018,Female,Low,Not Adopted
1988, Boots,2,16,4,4/1/2019,8/1/2019,Male,Medium,Adopted
1989,Fonzi,2,11,6,5/1/2017,3/24/2023,Male,High,Adopted
1990, Clyde,9,72,1,3/1/2022,9/1/2022,Male,Low,Adopted
1991,Bravo,2,8,1,10/1/2022,10/1/2022,Male,Medium,Adopted
1992, Funky,3,28,8,7/1/2015,5/29/2021,Male,Medium,Adopted
1993, Maisie,2,22,19,9/1/2004,11/7/2022,Female,Medium,Adopted
1994,Croissant,3,38,3,3/1/2020,5/11/2021,Male,Low,Adopted
1995,Weston,2,21,11,3/1/2012,5/1/2019,Male,Low,Adopted
1996, Chapo,3,25,9,8/1/2014,11/9/2018,Male,Low,Adopted
1997, Rocket,2,12,17,3/1/2006,9/27/2020,Male,Low,Not Adopted
1998, Boss,7,61,3,1/1/2020,3/16/2023,Male,Low,Adopted
1999, Pilot,5,52,4,5/1/2019,8/1/2019,Male,Low,Adopted
2000, Kip,3,29,10,1/1/2013,7/16/2022,Male,High,Adopted
